City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
96,kailua-kona,19.6406,-155.9956,27.38,79,25,1.34,US,1723084329
97,tindouf,27.6711,-8.1474,33.25,17,0,6.69,DZ,1723083918
98,jatai,-17.8814,-51.7144,20.06,42,0,2.03,BR,1723084331
99,moapa valley,36.5805,-114.4703,39.74,20,68,7.6,US,1723084332
100,gadzhiyevo,69.2551,33.3362,13.4,62,62,3.85,RU,1723084334
101,fort bragg,35.139,-79.006,24.91,94,20,7.72,US,1723084336
102,iskateley,67.6803,53.1512,9.63,69,0,2.3,RU,1723084337
103,zhicheng,30.2956,111.5047,35.4,48,100,2.29,CN,1723084338
104,tolanaro,-25.0319,46.9987,20.04,94,75,5.14,MG,1723084339
105,kikvidze,50.7416,43.0518,20.88,64,60,1.65,RU,1723084340
106,atafu village,-8.5421,-172.5159,28.29,69,2,8.93,TK,1723084341
107,tshabong,-26.05,22.45,13.64,23,0,3.91,BW,1723084342
108,kakonko,-3.2828,30.9642,17.76,42,75,0.94,TZ,1723084343
109,kindberg,47.5,15.45,16.05,96,100,0.74,AT,1723084345
110,papao,-17.75,-149.55,27.82,78,0,7.62,PF,1723084346
111,arraial do cabo,-22.9661,-42.0278,22.27,84,0,10.75,BR,1723084347
112,guiratinga,-16.3494,-53.7583,20.7,43,13,1.07,BR,1723084348
113,vuktyl,63.8567,57.3094,11.53,68,3,1.22,RU,1723083777
114,chibougamau,49.9168,-74.3659,12.79,88,40,0.0,CA,1723084081
115,tiksi,71.6872,128.8694,6.65,92,100,1.41,RU,1723084351
116,punta arenas,-53.15,-70.9167,2.06,80,100,4.63,CL,1723084111
117,luza,60.6308,47.2512,12.62,92,96,2.16,RU,1723084353
118,kapa'a,22.0752,-159.319,29.18,68,20,6.69,US,1723084181
119,san luis de la loma,17.2706,-100.8939,27.55,84,100,4.0,MX,1723084356
120,stanley,54.868,-1.6985,13.49,84,0,3.6,GB,1723084357
121,igarka,67.4667,86.5833,12.64,60,1,4.69,RU,1723083896
122,touros,-5.1989,-35.4608,23.2,85,9,4.75,BR,1723084360
123,sao joao da barra,-21.6403,-41.0511,22.08,84,0,7.71,BR,1723084361
124,cova figueira,14.8905,-24.2934,19.29,87,58,5.69,CV,1723084362
125,kyaikkami,16.08,97.5675,27.24,79,99,1.99,MM,1723084363
126,priozersk,61.0393,30.1291,16.72,100,99,1.66,RU,1723084262
127,el granada,37.5027,-122.4694,23.03,83,100,10.29,US,1723084366
128,el salto,20.3333,-104.5,18.49,94,81,1.42,MX,1723084367
129,imperatriz,-5.5264,-47.4917,23.18,42,3,1.21,BR,1723084368
130,malinyi,-8.9333,36.1333,16.08,58,100,0.99,TZ,1723084369
131,hamilton,39.1834,-84.5333,24.84,78,0,3.6,US,1723083849
132,viedma,-40.8135,-62.9967,5.35,65,83,5.26,AR,1723084371
133,kalmunai,7.4167,81.8167,29.08,71,60,1.06,LK,1723084372
134,brookings,44.3114,-96.7984,20.03,94,100,4.46,US,1723084114
135,mizque,-17.941,-65.3402,13.16,88,0,1.52,BO,1723084375
136,new norfolk,-42.7826,147.0587,13.84,58,100,3.73,AU,1723084364
137,codrington,-38.2667,141.9667,13.53,63,100,9.11,AU,1723084377
138,arpajon-sur-cere,44.9026,2.4581,15.62,95,0,1.54,FR,1723084378
139,talnakh,69.4865,88.3972,16.02,52,3,3.13,RU,1723084374
140,alotau,-10.3069,150.4462,27.87,70,79,3.08,PG,1723084380
141,klaksvik,62.2266,-6.589,9.51,91,95,3.12,FO,1723084381
142,novoorsk,51.381,58.9813,18.36,81,54,3.08,RU,1723084382
143,carnarvon,-24.8667,113.6333,20.52,56,4,3.96,AU,1723084383
144,lebu,-37.6167,-73.65,6.04,90,8,3.07,CL,1723084271
145,daru,-9.0763,143.2092,25.36,84,100,6.13,PG,1723084386
146,portland,45.5234,-122.6762,30.32,48,75,5.14,US,1723084196
147,hawaiian paradise park,19.5933,-154.9731,27.73,73,100,5.14,US,1723084388
148,baharly,38.4362,57.4316,31.32,42,52,1.21,TM,1723084389
149,luebo,-5.35,21.4167,21.08,28,93,0.41,CD,1723084390
150,stevenage,51.9022,-0.2026,14.56,90,7,2.06,GB,1723084391
151,serra,-20.1286,-40.3078,22.7,78,0,3.09,BR,1723084392
152,ishigaki,24.3448,124.1572,28.07,89,75,4.63,JP,1723084393
153,teluknaga,-6.0989,106.6381,30.91,64,20,2.06,ID,1723084394
154,nuuk,64.1835,-51.7216,4.34,100,100,2.57,GL,1723084396
155,wasserburg am inn,48.0605,12.2313,17.23,93,50,2.24,DE,1723084397
156,petropavlovsk-kamchatsky,53.0452,158.6483,26.33,47,75,6.0,RU,1723084398
157,port saint john's,-31.6229,29.5448,17.82,32,0,3.09,ZA,1723084399
158,hotan,37.0997,79.9269,29.29,18,32,2.44,CN,1723084400
159,westport,41.1415,-73.3579,19.36,86,100,3.6,US,1723083593
160,khombole,14.7667,-16.7,27.45,82,100,3.46,SN,1723084402
161,floro,61.5996,5.0328,15.04,88,100,6.17,NO,1723084403
162,ronne,55.1009,14.7066,18.95,94,75,2.06,DK,1723084404
163,taoudenni,22.6783,-3.9836,37.76,9,0,8.7,ML,1723084401
164,remire-montjoly,4.9167,-52.2667,27.02,89,20,1.03,GF,1723084178
165,abepura,-2.6333,140.5833,28.45,74,20,4.12,ID,1723084408
166,fort-shevchenko,44.5086,50.263,25.04,66,100,5.4,KZ,1723084409
167,atherton,53.5237,-2.4935,15.79,92,100,3.34,GB,1723084410
168,moranbah,-22.0016,148.0466,24.52,43,13,6.53,AU,1723084411
169,whitehorse,60.7161,-135.0538,27.79,30,0,5.66,CA,1723084412
170,immenstadt im allgau,47.56,10.2139,15.99,83,25,1.71,DE,1723084413
171,rocha,-34.4833,-54.3333,7.58,85,4,3.65,UY,1723084384
172,luena,-11.7833,19.9167,13.01,27,24,2.02,AO,1723084415
173,san pedro pochutla,15.7333,-96.4667,28.84,85,100,2.12,MX,1723084417
174,alice springs,-23.7,133.8833,23.75,27,0,1.54,AU,1723084418
175,shira,54.4911,89.9531,15.73,94,100,2.23,RU,1723084419
176,mount gambier,-37.8333,140.7667,10.99,75,100,4.93,AU,1723084375
177,jabor,5.921,169.6434,27.21,78,100,2.27,MH,1723084421
178,cookstown,54.6431,-6.746,12.99,95,75,1.95,GB,1723084422
179,uturoa,-16.7333,-151.4333,25.95,83,36,4.68,PF,1723084364
180,bonthe,7.5264,-12.505,24.7,83,100,4.8,SL,1723084424
181,kuta,-8.7233,115.1723,27.97,78,40,7.2,ID,1723084425
182,fort st. john,56.2499,-120.8529,22.94,43,20,4.12,CA,1723084394
183,leh,34.1667,77.5833,14.97,49,60,2.27,IN,1723084359
184,novyy urgal,51.0736,132.5642,28.87,42,8,0.5,RU,1723084429
185,black river,18.0264,-77.8487,27.35,83,100,1.1,JM,1723084430
186,kargasok,59.0556,80.8572,13.84,72,97,1.92,RU,1723084333
187,siniscola,40.5719,9.6922,24.75,69,0,1.46,IT,1723084432
188,hannibal,39.7084,-91.3585,22.53,88,0,0.0,US,1723084433
189,akureyri,65.6835,-18.0878,7.96,93,100,1.54,IS,1723084434
190,inarajan village,13.2736,144.7484,32.08,83,100,2.36,GU,1723084435
191,colonia,50.9333,6.95,18.23,86,0,2.06,DE,1723084436
192,vorkuta,67.5,64.0,11.19,60,32,1.58,RU,1723084413
193,college,64.8569,-147.8028,25.18,54,98,1.51,US,1723084439
194,istgah-e rah ahan-e garmsar,35.2346,52.3094,34.89,13,5,5.0,IR,1723084440
195,katsuren-haebaru,26.3369,127.8719,33.01,76,75,4.63,JP,1723084441
196,olinda,-8.0089,-34.8553,25.85,65,20,3.6,BR,1723084362
197,nar'yan-mar,67.6713,53.087,9.66,69,0,2.31,RU,1723084406
198,kourou,5.1552,-52.6478,26.03,92,42,3.08,GF,1723084386
199,maturin,9.75,-63.1767,25.91,100,28,2.06,VE,1723084447
200,onguday,50.75,86.15,20.22,59,100,1.4,RU,1723084448
201,kattivakkam,13.2167,80.3167,27.05,96,100,5.43,IN,1723084449
202,enoch,37.7733,-113.0244,23.6,53,100,8.23,US,1723084450
203,sungai penuh,-2.0833,101.3833,25.19,53,96,0.87,ID,1723084451
204,mount isa,-20.7333,139.5,25.87,25,0,3.6,AU,1723083984
205,courtenay,49.6866,-124.9936,26.68,50,75,1.54,CA,1723084453
206,ardakan,32.31,54.0175,34.3,12,14,1.47,IR,1723084454
207,kilindoni,-7.9139,39.6668,24.87,70,88,6.27,TZ,1723084455
208,severo-yeniseyskiy,60.3725,93.0408,16.2,81,100,1.55,RU,1723084457
209,necochea,-38.5473,-58.7368,6.38,94,100,11.64,AR,1723084458
210,geraldton,-28.7667,114.6,17.23,88,100,3.09,AU,1723084459
211,amarpatan,24.3167,80.9833,26.59,82,100,0.41,IN,1723084460
212,soligalich,59.0778,42.2864,12.69,96,95,1.51,RU,1723084461
213,east london,-33.0153,27.9116,18.13,37,0,2.27,ZA,1723084229
214,san jose del guaviare,2.5729,-72.6459,23.51,88,2,0.72,CO,1723084463
215,kidal,18.4411,1.4078,29.29,59,94,6.84,ML,1723084389
216,luanco,43.6152,-5.7934,21.22,84,100,3.58,ES,1723084465
217,taltal,-25.4,-70.4833,14.66,60,0,2.3,CL,1723084262
218,kingscliff,-28.2667,153.5667,19.97,63,100,5.14,AU,1723084470
219,thomasville,35.8826,-80.082,25.04,90,100,2.24,US,1723084471
220,fuglafjordur,62.244,-6.814,9.26,92,86,2.84,FO,1723084472
221,i-n-salah,27.1935,2.4607,32.55,13,0,7.24,DZ,1723084473
222,rumbek,6.802,29.6912,21.9,97,100,1.9,SS,1723084474
223,itoman,26.1247,127.6694,33.01,71,40,4.63,JP,1723084475
224,richards bay,-28.783,32.0377,16.58,83,36,4.9,ZA,1723084478
225,ziro,27.6333,93.8333,13.41,89,96,0.73,IN,1723084479
226,penaranda de bracamonte,40.9011,-5.2003,19.95,26,0,1.37,ES,1723084480
227,dalandzadgad,43.5708,104.425,27.08,34,100,6.48,MN,1723084393
228,raton,36.9034,-104.4391,22.34,46,0,6.17,US,1723084482
229,ancud,-41.8697,-73.8203,4.4,89,4,1.78,CL,1723084483
230,center,31.5107,-96.4247,31.0,58,0,3.47,US,1723083964
231,vilyuchinsk,52.9306,158.4028,27.15,78,28,5.25,RU,1723084485
232,lusambo,-4.9667,23.45,18.79,32,46,0.84,CD,1723084488
233,coracora,-15.0333,-73.7833,7.46,39,0,2.17,PE,1723084489
234,villamontes,-21.25,-63.5,14.87,60,100,1.42,BO,1723084490
235,hobyo,5.3505,48.5268,23.85,85,96,8.39,SO,1723084491
236,hailar,49.2,119.7,22.35,50,100,2.47,CN,1723084492
237,kutum,14.2,24.6667,20.87,87,100,4.5,SD,1723084493
238,nova sintra,14.8667,-24.7167,24.98,84,42,8.2,CV,1723084494
239,aykhal,66.0,111.5,21.95,50,100,9.25,RU,1723084376
240,aasiaat,68.7098,-52.8699,3.59,94,99,3.42,GL,1723084496
241,bodaybo,57.8506,114.1933,26.79,47,26,0.43,RU,1723084498
242,fisterra,42.9049,-9.2629,18.9,82,10,8.75,ES,1723084499
243,boa vista,2.8197,-60.6733,25.99,83,40,3.6,BR,1723084321
244,ecoporanga,-18.3733,-40.8306,17.54,87,0,0.91,BR,1723084501
245,st. john's,47.5649,-52.7093,17.1,91,0,8.23,CA,1723084502
246,luderitz,-26.6481,15.1594,9.92,83,0,2.68,NA,1723084504
247,idri,27.5,13.2667,29.19,16,2,4.31,LY,1723084505
248,broome,42.2506,-75.833,19.0,87,100,3.09,US,1723084507
249,vadso,70.0744,29.7487,12.49,71,0,2.06,NO,1723084369
250,puerto baquerizo moreno,-0.9,-89.6,19.72,79,91,6.0,EC,1723084509
251,saskatoon,52.1168,-106.6345,14.99,51,20,3.6,CA,1723084339
252,bogandinskiy,56.8937,65.8938,12.15,67,86,3.45,RU,1723084511
253,tostado,-29.232,-61.7692,7.77,55,65,3.33,AR,1723084512
254,saint-francois,46.4154,3.9054,16.69,95,100,1.03,FR,1723084513
255,kirensk,57.7853,108.1119,22.73,54,65,4.67,RU,1723084514
256,nueva loja,0.0847,-76.8828,23.86,79,39,0.69,EC,1723084515
257,melfort,52.8667,-104.6177,13.07,67,2,1.54,CA,1723084517
258,quellon,-43.1167,-73.6167,5.27,88,67,1.63,CL,1723084265
259,rockport,28.0206,-97.0544,31.03,78,0,6.17,US,1723084519
260,zouerate,22.7187,-12.4521,31.48,20,0,3.36,MR,1723084520
261,kruisfontein,-34.0033,24.7314,8.82,85,0,2.69,ZA,1723084521
262,selfoss,63.9331,-20.9971,9.47,94,1,1.36,IS,1723083953
263,verdal,63.7933,11.4817,19.02,85,58,2.75,NO,1723083992
264,nizhnesortymskiy,62.4397,71.7603,11.45,66,99,5.35,RU,1723084526
265,nokha,27.6,73.4167,27.79,72,65,7.0,IN,1723084527
266,cannonvale,-20.2833,148.7,24.77,72,44,7.32,AU,1723084528
267,toliara,-23.35,43.6667,19.49,69,0,1.7,MG,1723084529
268,mauganj,24.6833,81.8833,25.87,81,100,1.02,IN,1723084530
269,newman,37.3138,-121.0208,36.99,36,0,1.34,US,1723084531
270,yaren,-0.5472,166.916,28.55,73,59,3.82,NR,1723083988
271,wakkanai,45.4094,141.6739,21.99,94,75,2.06,JP,1723084533
272,coari,-4.085,-63.1414,26.82,49,35,0.17,BR,1723084534
273,belyy yar,53.6039,91.3903,17.94,94,40,2.0,RU,1723084536
274,villa gesell,-37.2639,-56.973,8.92,93,100,6.46,AR,1723083804
275,dudinka,69.4058,86.1778,13.84,49,10,9.78,RU,1723084538
276,sisimiut,66.9395,-53.6735,5.45,89,26,6.24,GL,1723084390
277,betio village,1.358,172.9211,31.02,61,4,1.34,KI,1723084540
278,biloela,-24.4167,150.5,23.27,43,47,4.08,AU,1723084541
279,ribeira brava,32.65,-17.0667,23.35,71,26,0.86,PT,1723084542
280,tura,25.5198,90.2201,27.55,81,68,2.96,IN,1723084543
281,labrador city,52.9463,-66.9114,8.99,85,75,4.92,CA,1723084545
282,hadibu,12.65,54.0333,25.6,86,63,8.55,YE,1723083739
283,altai,46.3722,96.2583,17.63,34,100,2.59,MN,1723084547
284,gore,-46.1028,168.9436,9.07,78,5,3.27,NZ,1723084548
285,callao,-12.0667,-77.15,16.51,77,100,3.09,PE,1723084549
286,hermanus,-34.4187,19.2345,11.29,86,0,3.14,ZA,1723084550
287,qeshm,26.9581,56.2719,31.93,80,67,7.73,IR,1723084551
288,vernon,50.2581,-119.2691,29.96,22,17,0.45,CA,1723084384
289,jiaojiang,28.6803,121.4428,33.25,57,30,2.8,CN,1723084553
290,tanout,14.9709,8.8879,25.41,71,100,6.43,NE,1723084555
291,ciudad bolivar,8.1222,-63.5497,25.72,85,98,2.8,VE,1723084556
292,hasaki,35.7333,140.8333,32.38,75,38,3.38,JP,1723084557
293,la ronge,55.1001,-105.2842,15.12,58,75,0.51,CA,1723084558
294,jan kempdorp,-27.9225,24.8305,10.8,52,3,5.15,ZA,1723084559
295,ust-nera,64.5667,143.2,13.94,77,98,0.71,RU,1723084560
296,maumere,-8.6199,122.2111,28.05,61,100,1.32,ID,1723084561
297,launceston,-41.45,147.1667,13.22,71,100,7.72,AU,1723084562
298,malango,-2.9627,119.9001,26.75,58,34,2.18,ID,1723084564
299,kone,-21.0595,164.8658,24.6,53,92,4.05,NC,1723084055
300,hithadhoo,-0.6,73.0833,27.92,73,100,3.06,MV,1723084566
301,grootfontein,-19.5667,18.1167,12.76,28,0,2.06,NA,1723084567
302,arauco,-37.2463,-73.3175,5.22,90,7,1.77,CL,1723084568
303,isafjordur,66.0755,-23.124,6.75,87,100,0.94,IS,1723084569
304,yarkovo,57.4028,67.0786,13.98,62,89,3.32,RU,1723084570
305,ponta delgada,37.7333,-25.6667,23.4,88,75,2.57,PT,1723084572
306,sao joaquim,-28.2939,-49.9317,11.39,97,100,3.01,BR,1723084286
307,glace bay,46.1969,-59.957,16.59,88,40,3.09,CA,1723084531
308,slutsk,53.0274,27.5597,13.19,95,0,2.31,BY,1723084575
309,calama,-22.4667,-68.9333,4.27,14,0,1.03,CL,1723084340
310,adrian,41.8975,-84.0372,19.4,80,1,3.86,US,1723084577
311,marsh harbour,26.5412,-77.0636,28.22,78,25,5.73,BS,1723084377
312,susanville,40.4163,-120.653,30.46,21,33,0.45,US,1723084579
313,ilomantsi,62.6716,30.9328,9.83,84,25,1.82,FI,1723084580
314,todos santos,23.45,-110.2167,30.17,80,16,1.71,MX,1723084582
315,vilhena,-12.7406,-60.1458,21.58,42,31,1.52,BR,1723084583
316,natal,-5.795,-35.2094,22.36,88,20,2.06,BR,1723084350
317,sao felix do xingu,-6.6447,-51.995,22.3,40,1,0.65,BR,1723084585
318,el haouaria,37.05,11.0144,25.01,82,0,0.81,TN,1723084586
